cell_id, m_id,x r,y r,z r,x r+,y r+,z r+,x NL,y NL,z NL,label,t,dx,dy,dz,speed
3212825,3234812,1427.2,455.0,2177.9,1535.8,497.1,2051.1,1510.8,442.6,1999.8,2,184,-1.01334,-1.29967,-2.44669,2.94997
3232488,3254608,1446.0,511.1,2151.5,1553.6,552.9,2040.4,1530.1,501.9,1985.9,-1,184,-0.5769,-0.17077,-2.31083,2.38787
3212661,3234756,1563.1,362.0,2328.8,1613.1,381.1,2245.3,1590.4,299.6,2206.0,-1,184,-0.80948,-3.7668,-2.32732,4.50116
3212639,3234729,1574.9,375.4,2268.9,1654.5,406.2,2170.7,1639.9,340.3,2128.8,-1,184,-0.07322,-2.67244,-2.85153,3.90878
3212671,3234739,1527.6,354.5,2331.8,1573.1,371.8,2248.1,1545.9,288.9,2206.5,-1,184,-0.65267,-4.01398,-1.25515,4.25598
3213124,3234973,1593.6,296.6,2408.7,1615.1,304.6,2352.3,1595.9,225.4,2326.6,-1,184,-0.05013,-4.28787,-1.23433,4.46228
3212643,3234730,1573.4,376.1,2274.9,1649.8,405.6,2178.0,1633.7,337.1,2135.3,-1,184,0.10393,-2.59292,-2.91053,3.89939
3212844,3234958,1603.5,340.1,2380.5,1635.9,352.4,2314.2,1618.5,273.5,2283.8,-1,184,0.1624,-3.78671,-2.65767,4.62912
3212845,3234959,1598.7,346.1,2381.0,1630.7,358.2,2314.9,1612.9,278.7,2283.7,-1,184,0.19504,-3.7612,-2.75719,4.66763
3212859,3234953,1619.4,321.3,2413.5,1641.2,329.5,2359.1,1624.8,254.5,2336.1,-1,184,0.01405,-2.4823,-0.91054,2.64406
3213437,3235557,1575.4,319.9,2405.5,1597.4,328.1,2348.0,1575.8,247.8,2320.9,-1,184,0.0097,-4.27468,-1.594,4.56222
3213441,3235558,1599.7,346.7,2343.8,1646.4,364.5,2265.7,1629.5,284.7,2228.7,-1,184,0.26578,-3.46265,-3.22434,4.73888
3213444,3235561,1624.0,297.6,2450.4,1635.6,301.9,2410.5,1619.4,232.5,2395.1,-1,184,-1.32219,-2.85561,-1.85697,3.65391
3213443,3235560,1633.6,301.0,2439.9,1648.1,306.3,2395.7,1632.9,235.1,2377.1,-1,184,-0.13338,-3.42682,-1.67897,3.81835
3212860,3234954,1630.6,335.5,2410.4,1654.3,344.4,2354.9,1639.7,270.1,2331.0,-1,184,0.01548,-2.17822,-1.22634,2.49976
3212850,3234964,1644.4,314.0,2391.1,1675.2,325.7,2328.8,1661.1,249.0,2302.5,-1,184,0.05241,-3.8202,-2.62879,4.63758
3212856,3234969,1600.7,338.7,2406.6,1624.0,347.4,2349.7,1605.9,269.5,2323.5,-1,184,-0.03703,-4.05358,-2.44728,4.7352
3212841,3234955,1643.9,362.4,2367.7,1685.3,378.2,2298.5,1674.5,302.0,2265.7,0,184,0.05787,-3.31167,-2.96113,4.44283
3212851,3234965,1640.1,342.2,2392.8,1670.7,353.8,2331.2,1657.0,278.5,2305.8,-1,184,0.10274,-3.73889,-2.36842,4.42711
3212852,3234966,1665.8,313.2,2362.6,1709.8,330.1,2291.7,1700.4,254.6,2259.9,-1,184,0.16,-3.62337,-2.44771,4.37558
3213509,3235619,1599.5,326.2,2483.5,1604.3,327.9,2457.9,1586.7,264.7,2446.0,-1,184,0.75267,-3.8645,-0.84635,4.02706
3213510,3235620,1603.7,338.7,2482.5,1608.8,340.5,2456.4,1591.8,276.5,2444.1,-1,184,0.78481,-3.81873,-0.93579,4.00928
3213511,3235621,1613.7,318.4,2507.7,1615.6,319.1,2492.6,1600.3,261.4,2485.7,-1,184,0.50319,-3.22519,-1.4073,3.55465
3213113,3235236,1513.4,323.3,2481.9,1517.4,324.7,2456.9,1489.9,256.7,2443.4,-1,184,0.37975,-3.78342,0.4516,3.82915
3212570,3234653,1493.6,371.4,2315.9,1542.9,390.2,2226.7,1511.2,307.7,2183.1,2,184,-0.88982,-1.98829,-2.47536,3.29735
3213115,3235251,1543.5,335.0,2438.0,1555.9,339.6,2393.6,1529.8,262.8,2372.1,-1,184,0.21127,-4.63342,-0.22726,4.6438
3212558,3234640,1504.3,359.6,2327.9,1549.5,376.8,2242.6,1519.6,292.3,2201.0,2,184,-0.60137,-3.46497,-1.88544,3.9903
3212575,3234620,1483.0,401.9,2268.7,1552.4,428.6,2165.7,1524.5,354.8,2116.8,2,184,-1.07289,-2.04314,-2.96212,3.75495
3213127,3235265,1501.5,322.6,2492.5,1504.2,323.5,2472.3,1476.3,257.5,2459.8,-1,184,-0.5969,-4.35765,2.43102,5.02546
3212649,3234737,1515.7,376.7,2322.1,1564.6,395.4,2235.4,1534.9,311.1,2192.3,-1,184,-0.42014,-3.04949,-2.56689,4.00809
3213103,3235248,1484.7,339.7,2470.5,1490.0,341.6,2440.9,1458.0,270.6,2422.3,2,184,0.13666,-4.28343,1.24375,4.46244
3213104,3235249,1485.5,341.1,2472.1,1490.6,342.9,2443.2,1458.8,272.4,2425.4,-1,184,0.16486,-4.14736,1.35379,4.36584
3214680,3236832,1543.1,348.4,2560.1,1543.3,348.6,2570.1,1521.5,293.5,2568.5,-1,184,1.07037,-2.73113,0.54658,2.98388
3212984,3235120,1473.1,346.0,2404.0,1491.6,352.8,2346.4,1456.1,271.1,2315.6,-1,184,-0.90788,-3.77622,-0.12491,3.88583
3212543,3234622,1470.5,403.4,2276.9,1535.1,428.2,2175.6,1502.7,352.1,2126.2,2,184,-1.25715,-2.23833,-2.60986,3.66086
3212571,3234654,1473.7,413.9,2247.5,1552.4,444.2,2138.6,1525.2,375.7,2089.5,0,184,-1.23184,-2.67269,-2.04455,3.58342
3213886,3236004,1519.7,342.8,2547.4,1519.7,342.8,2551.9,1496.2,285.8,2545.5,-1,184,1.00215,-4.06758,2.5702,4.91482
3213154,3235290,1520.5,476.1,2215.8,1616.2,513.2,2113.0,1595.7,449.7,2058.0,-1,184,-1.0694,-0.95135,-2.94928,3.27825
3212677,3234767,1557.5,346.9,2322.3,1609.2,366.7,2236.5,1586.0,286.5,2194.7,-1,184,-0.40184,-3.61831,-1.99524,4.15146
3212638,3234731,1570.9,362.7,2266.5,1650.4,393.5,2167.1,1635.4,326.9,2124.2,-1,184,-0.1357,-3.03894,-2.90631,4.20716
3213170,3234665,1536.7,424.6,2238.0,1629.0,460.4,2131.8,1611.5,396.8,2084.4,2,184,-1.77235,-2.17632,-2.61842,3.83846
3213155,3235291,1530.8,460.3,2215.6,1625.7,497.1,2114.4,1607.9,434.7,2063.3,-1,184,-1.55072,-1.20883,-2.61316,3.27026
3212667,3234762,1551.4,350.8,2332.1,1598.7,368.9,2249.0,1574.2,287.0,2208.3,-1,184,-0.87191,-3.64238,-2.23222,4.36004
3212646,3234735,1561.8,402.2,2241.0,1655.0,438.4,2136.9,1641.8,378.8,2094.3,-1,184,-0.12095,-3.33672,-3.31854,4.70755
3212820,3234933,1543.7,425.5,2203.2,1638.6,462.3,2104.6,1625.2,406.4,2058.8,0,184,-1.53882,-2.61594,-2.08101,3.67991
3213419,3235534,1514.6,356.4,2526.0,1514.9,356.5,2520.8,1489.9,296.6,2514.8,-1,184,0.01911,-3.4302,0.81469,3.52567
3213418,3235533,1518.8,348.9,2524.0,1519.2,349.0,2517.8,1494.0,289.2,2511.8,-1,184,-0.04139,-3.57634,0.75133,3.65464
3213420,3235535,1522.5,350.0,2528.1,1522.7,350.0,2523.8,1498.1,291.0,2518.3,2,184,0.43069,-3.57385,1.01929,3.74124
3212832,3234752,1525.7,347.8,2369.4,1557.1,359.6,2298.6,1526.9,274.8,2262.9,-1,184,-0.79455,-4.09816,-1.18179,4.33853
3212857,3234970,1590.9,326.7,2422.8,1608.7,333.3,2372.1,1588.5,256.4,2349.2,-1,184,-0.06586,-4.38255,-1.9313,4.78967
3214681,3236833,1564.5,337.4,2568.7,1565.0,337.8,2582.2,1545.7,283.5,2581.6,-1,184,0.78293,-2.73073,0.41967,2.87159
3213885,3236003,1514.9,361.1,2561.8,1515.1,361.3,2573.0,1492.3,307.1,2575.7,2,184,0.038,-3.57937,-0.22957,3.58692
3213501,3235616,1548.8,352.9,2451.5,1558.6,356.5,2412.8,1533.4,280.9,2396.0,-1,184,-0.41058,-3.64028,-1.16019,3.84269
3212650,3234743,1529.4,399.2,2332.5,1576.1,417.1,2249.7,1545.6,329.0,2205.4,2,184,-0.46441,-3.37539,-2.87407,4.45749
3212912,3235021,1517.6,339.8,2369.0,1548.4,351.4,2297.9,1518.1,266.5,2261.5,-1,184,-0.15699,-4.57457,-0.87828,4.66077
3227496,3249837,1553.8,488.0,2219.7,1641.5,522.1,2130.4,1623.6,457.9,2076.4,-1,184,-0.05634,-1.2707,-2.98228,3.24219
3212652,3234745,1532.0,397.2,2349.1,1572.3,412.5,2271.6,1539.7,323.0,2230.4,2,184,-0.78011,-3.20108,-2.85661,4.3607
3212574,3234655,1502.1,428.1,2241.2,1588.1,461.4,2133.0,1565.9,394.9,2082.3,0,184,-0.56986,-1.58306,-2.8633,3.32104
3212554,3234634,1517.9,407.9,2272.5,1589.9,435.7,2172.3,1565.5,362.4,2124.9,-1,184,-0.82667,-2.90748,-3.25791,4.44419
3212553,3234633,1512.6,391.3,2274.9,1582.2,418.1,2174.6,1557.0,344.1,2128.4,2,184,-0.57518,-2.96694,-3.23303,4.42561
3212651,3234744,1528.4,384.8,2350.3,1567.6,399.7,2273.1,1536.0,311.6,2233.1,2,184,-0.73102,-3.31519,-2.86124,4.43978
3212658,3234750,1531.6,383.2,2356.7,1568.6,397.3,2281.7,1537.0,308.8,2243.5,2,184,-1.15599,-3.535,-2.07203,4.25745
3212645,3234734,1566.5,404.3,2238.8,1658.7,440.1,2137.2,1646.6,381.4,2095.5,-1,184,-0.58162,-3.3141,-3.65992,4.97157
3212644,3234733,1576.8,394.9,2267.9,1658.1,426.4,2170.3,1644.4,362.1,2128.0,0,184,-0.50013,-2.82044,-3.21394,4.30517
3214162,3236278,1344.2,463.7,2178.0,1442.1,501.5,2045.5,1406.0,448.5,1992.0,-1,184,-0.54533,-1.76457,-0.46246,1.90393
3213376,3235493,1327.3,438.7,2174.1,1423.9,475.9,2039.1,1387.0,421.9,1985.0,-1,184,-1.96519,-1.66483,0.37289,2.60243
3213377,3235495,1316.3,446.0,2175.0,1411.4,482.7,2039.8,1373.6,429.4,1985.4,-1,184,-1.94494,-1.80659,0.50302,2.70178
3214163,3236279,1321.9,482.0,2158.9,1427.0,522.5,2020.9,1389.9,473.6,1965.9,-1,184,-0.3953,-1.24731,-0.34004,1.35191
3214164,3236280,1342.6,481.6,2155.2,1452.2,524.0,2017.8,1420.0,476.5,1963.2,-1,184,-0.97701,-0.64558,-0.33331,1.21755
3214160,3236276,1280.9,472.5,2227.9,1350.3,499.0,2106.8,1306.8,448.0,2059.7,-1,184,-1.27454,-0.65539,-0.38104,1.48296
3232931,3255031,1334.4,491.6,2113.6,1464.5,542.0,1967.0,1434.1,500.3,1914.7,-1,184,-0.68919,-0.43672,-1.08257,1.3556
3234120,3256203,1347.2,571.6,2061.9,1469.1,619.1,1942.6,1442.5,586.6,1890.1,-1,184,-0.18067,-0.10594,-1.54203,1.55618
3214297,3236414,1489.9,594.1,2069.3,1576.4,627.9,2001.1,1556.2,587.2,1941.6,-1,184,-0.06645,0.57897,-2.31031,2.38268
3214275,3236393,1464.2,665.1,1885.8,1537.0,693.6,1842.1,1524.3,678.8,1804.6,-1,184,0.10342,-1.09847,-3.58565,3.75156
3214266,3236385,1479.1,640.3,1881.5,1552.3,669.1,1838.3,1540.6,654.6,1802.2,-1,184,0.32204,-2.39802,-3.07146,3.91
3214224,3236338,1460.1,552.9,1958.4,1551.2,588.6,1892.9,1536.5,562.5,1850.1,-1,184,-0.83148,-1.1224,-2.22403,2.6263
3214296,3236413,1458.3,597.8,1933.3,1543.3,631.2,1875.7,1529.6,609.0,1834.8,-1,184,-0.78254,-0.34778,-2.23745,2.39573
3214269,3236387,1470.6,638.6,1870.9,1545.0,667.8,1826.9,1533.0,653.3,1789.0,-1,184,-0.23464,-2.371,-2.90387,3.75622
3214265,3236383,1456.1,635.6,1899.6,1534.9,666.5,1849.6,1520.1,648.6,1809.0,-1,184,0.2094,-1.80547,-2.65124,3.21444
3214263,3236359,1457.8,619.7,1912.6,1538.9,651.5,1859.9,1524.1,632.2,1818.7,-1,184,0.91448,-1.6375,-2.27633,2.94947
3227500,3249840,1456.9,673.8,1898.8,1531.1,703.0,1853.1,1516.8,686.3,1812.9,-1,184,-0.19146,-0.31035,-2.90246,2.92528
3212811,3234917,1526.8,463.8,2035.3,1614.9,498.3,1968.0,1602.2,462.7,1924.4,-1,184,-0.01206,-2.51671,-1.97464,3.19894
3213230,3234919,1504.4,470.5,2033.9,1597.5,506.9,1960.6,1583.8,471.1,1915.9,-1,184,-0.53832,-2.50793,-2.30278,3.44707
3213242,3235366,1460.9,478.9,2009.9,1562.6,518.7,1927.6,1547.1,483.5,1881.4,-1,184,-0.3107,-1.85971,-2.38842,3.04296
3214225,3236341,1493.6,557.5,1948.0,1574.5,589.2,1894.0,1563.2,564.5,1855.1,-1,184,-0.3767,-1.64685,-2.95518,3.40398
3214271,3236390,1485.9,656.4,1883.2,1558.8,685.1,1841.4,1547.9,671.8,1807.5,-1,184,-0.07682,-1.35727,-3.28025,3.55079
3220105,3242481,1506.6,772.4,1934.4,1573.7,798.8,1899.4,1558.2,782.4,1848.9,-1,184,1.74193,0.2612,-2.97377,3.45627
3225155,3247521,1520.7,762.4,1852.9,1596.3,792.2,1819.5,1589.9,786.7,1794.4,-1,184,-0.47488,-0.21766,-5.10521,5.13187
3214247,3236373,1513.7,603.7,1900.1,1584.9,631.7,1858.9,1576.6,614.3,1825.2,-1,184,-0.35909,-2.24264,-3.46362,4.14187
3214282,3236401,1571.8,570.6,1927.2,1639.9,597.4,1890.6,1634.8,578.6,1857.9,-1,184,-0.31763,-1.75167,-3.03273,3.51663
3220112,3242487,1495.4,784.8,1852.1,1571.1,814.7,1816.9,1561.8,807.4,1787.4,-1,184,0.35704,0.51002,-4.55933,4.60164
3224544,3246951,1544.2,672.4,1886.2,1616.5,700.8,1851.2,1609.9,689.8,1822.9,-1,184,0.44849,0.15445,-3.83332,3.86256
3214281,3236400,1532.8,577.2,1918.6,1602.0,604.4,1878.2,1594.2,585.4,1844.0,-1,184,0.00413,-1.86213,-2.90345,3.44929
3214246,3236372,1515.9,601.4,1901.5,1587.0,629.3,1860.5,1578.7,611.6,1827.0,-1,184,-0.369,-2.33249,-3.46471,4.19296
3214248,3236376,1518.9,614.6,1891.9,1590.8,642.9,1851.8,1583.0,629.5,1820.0,-1,184,-0.10804,-2.5769,-3.48288,4.33388
3214272,3236392,1526.8,642.5,1896.2,1598.1,670.6,1858.1,1592.2,657.5,1827.9,-1,184,0.1207,-0.93895,-1.95448,2.17168
3225153,3247519,1530.7,778.8,1850.5,1606.5,808.7,1818.8,1600.0,803.6,1795.1,-1,184,-0.11202,0.91737,-4.33766,4.43502
3214257,3236352,1534.6,612.0,1910.5,1604.5,639.5,1871.8,1597.6,624.9,1841.5,0,184,-0.59853,-2.10446,-2.98422,3.70035
3213386,3235505,1555.2,516.3,1933.9,1622.9,542.9,1893.3,1615.0,517.1,1853.8,-1,184,-0.80454,-2.51471,-3.23854,4.17842
3214255,3236375,1527.3,608.0,1900.9,1598.3,635.9,1861.3,1591.4,620.7,1829.9,-1,184,-0.59481,-1.9795,-3.32609,3.91601
3214286,3236403,1588.0,597.2,1905.9,1658.2,624.8,1872.3,1654.0,611.0,1845.3,0,184,-0.04723,-1.67894,-3.87179,4.2204
3214256,3236351,1533.4,613.4,1901.0,1604.4,641.3,1862.3,1598.3,627.4,1832.4,-1,184,-0.83949,-2.23469,-3.03238,3.85927
3227282,3246941,1537.2,656.3,1845.1,1613.8,686.5,1809.0,1608.1,677.7,1783.5,-1,184,0.11843,-1.42471,-3.77624,4.0378
3214291,3236410,1547.9,625.9,1895.1,1619.4,654.0,1858.5,1614.5,642.3,1830.5,-1,184,-0.83262,-2.30506,-3.02323,3.89184
3214280,3236399,1530.0,574.4,1921.2,1598.9,601.5,1880.4,1590.8,582.1,1845.3,-1,184,-0.00699,-1.82007,-2.89922,3.42318
3225154,3247520,1528.7,763.0,1854.8,1604.1,792.7,1822.2,1597.8,786.3,1797.3,-1,184,0.19344,0.51795,-4.37697,4.41175
3225156,3247522,1524.8,749.9,1860.4,1599.7,779.3,1826.8,1593.4,773.1,1801.0,-1,184,-0.23711,-0.28159,-4.43402,4.44927
3227281,3246940,1543.4,648.1,1827.6,1621.9,679.0,1791.9,1615.5,670.4,1765.9,-1,184,-0.04596,-1.38608,-3.69218,3.94405
3227283,3246942,1534.9,644.2,1836.5,1612.5,674.8,1799.7,1606.5,665.4,1772.9,-1,184,0.11029,-1.43676,-3.76871,4.0348
3220110,3242485,1486.4,793.1,1859.1,1561.5,822.7,1823.2,1551.6,814.8,1790.3,0,184,0.12005,0.8114,-3.93949,4.02397
3220111,3242486,1493.4,817.3,1838.1,1570.6,847.7,1804.1,1562.0,842.4,1775.4,0,184,-0.01589,0.70997,-4.467,4.52309
3227289,3249640,1503.2,725.7,1839.0,1580.5,756.1,1802.2,1573.7,749.9,1779.1,-1,184,-0.19504,-0.80098,-4.01711,4.10083
3214277,3236396,1482.1,678.3,1845.8,1558.9,708.5,1804.8,1548.9,698.6,1774.0,-1,184,0.15297,-2.10972,-4.54506,5.01317
3214278,3236397,1484.9,671.7,1856.1,1560.7,701.5,1815.0,1550.3,690.9,1782.4,-1,184,-0.06983,-2.32749,-3.96149,4.59515
3232891,3254993,1460.5,737.5,1835.4,1538.4,768.2,1794.6,1526.9,759.4,1762.9,-1,184,0.48811,-0.71561,-4.98367,5.05839
3232892,3254995,1465.1,723.6,1866.5,1539.7,752.9,1825.4,1528.3,742.2,1790.0,-1,184,-0.20193,-0.87202,-3.90336,4.00467
3220115,3242491,1458.8,782.3,1892.7,1530.5,810.5,1853.3,1513.6,796.9,1807.3,-1,184,0.47293,1.92174,-3.14107,3.71255
3214267,3236386,1481.1,635.1,1871.7,1555.3,664.3,1828.6,1544.1,650.5,1792.7,-1,184,-0.38713,-2.40669,-3.08029,3.92813
3214250,3236377,1498.1,614.6,1904.3,1568.9,642.4,1861.9,1558.7,625.5,1825.4,-1,184,0.33027,-2.54251,-3.11121,4.03151
3214245,3236370,1496.3,585.7,1888.5,1568.8,614.1,1844.9,1559.2,595.2,1807.0,-1,184,-0.31607,-2.60544,-3.39188,4.28871
3214252,3236379,1501.5,611.1,1880.9,1574.8,639.9,1838.9,1565.5,626.1,1804.3,-1,184,-0.21343,-2.49982,-3.02797,3.93234
3214191,3236308,1626.1,497.5,1943.9,1692.3,523.6,1909.8,1688.3,499.2,1876.8,-1,184,-0.7465,-2.41227,-3.12866,4.02055
3214199,3236313,1621.9,518.6,1915.0,1691.2,545.9,1881.6,1687.6,524.6,1850.2,-1,184,-0.31404,-1.33426,-3.27456,3.54988
3214189,3236304,1583.5,525.8,1949.6,1649.3,551.7,1912.2,1642.7,527.1,1876.4,-1,184,-0.82359,-2.26741,-3.41384,4.18016
3213222,3234925,1548.5,478.0,2021.2,1628.5,509.4,1964.2,1619.1,475.0,1923.7,-1,184,-1.33063,-1.87361,-3.14288,3.89342
3213743,3235514,1607.0,486.1,1961.7,1671.5,511.5,1925.1,1664.7,483.2,1887.6,-1,184,0.06529,-2.3972,-2.93963,3.79371
3213275,3235399,1571.7,490.0,1982.4,1641.2,517.2,1938.2,1632.9,486.7,1899.5,-1,184,-0.98798,-1.31455,-3.14555,3.54946
3214200,3236314,1621.4,526.4,1920.2,1690.1,553.5,1887.0,1686.7,532.4,1856.3,0,184,-0.29804,-1.37707,-3.25955,3.55103
3214222,3236336,1468.8,542.1,1942.4,1557.6,576.9,1880.4,1543.3,550.4,1837.7,-1,184,-0.21486,-1.05015,-2.23229,2.4763
3214221,3236340,1478.7,539.3,1935.5,1564.6,573.0,1876.9,1551.8,547.5,1835.2,-1,184,-0.31858,-1.50914,-2.61638,3.03718
3217637,3239890,1567.6,733.3,2090.6,1620.2,754.0,2058.1,1603.0,720.2,2000.0,-1,184,-0.57783,0.32113,-2.68249,2.76274
3217589,3239837,1506.0,733.1,2032.3,1571.0,758.7,1990.3,1547.2,730.6,1928.4,-1,184,0.62024,-0.622,-1.36768,1.62547
3217591,3239841,1424.6,778.8,2177.6,1514.3,813.7,2092.0,1477.9,782.7,2026.4,-1,184,0.93114,-0.75545,1.52904,1.94311
3217597,3239847,1513.5,758.6,2092.0,1578.4,784.0,2047.3,1554.5,753.4,1986.4,-1,184,0.63723,0.67573,-1.55908,1.81478
3223827,3246291,1612.1,757.9,1910.4,1681.1,785.2,1886.0,1674.7,774.5,1855.2,-1,184,0.87747,0.13424,-4.09863,4.19365
3217634,3239889,1541.0,712.9,2078.9,1602.4,737.0,2038.6,1582.4,700.3,1976.0,-1,184,-1.18745,-0.16061,-1.04597,1.59056
3218739,3241105,1537.9,706.6,2225.3,1609.8,734.7,2160.5,1579.3,680.5,2093.3,-1,184,0.15605,0.74989,-1.78389,1.94138
3224626,3247026,1678.5,455.2,2064.7,1731.9,476.2,2033.6,1729.7,447.7,2003.6,-1,184,-0.24583,-1.85636,-3.71209,4.15766
3224609,3247019,1691.7,485.6,2065.8,1744.8,506.5,2037.4,1742.9,479.7,2008.1,-1,184,0.22315,-1.96514,-3.19623,3.75866
3224606,3247015,1676.8,498.0,2028.8,1733.9,520.5,1999.5,1732.7,496.9,1971.4,-1,184,0.68503,-1.97887,-3.17061,3.79974
3224634,3247038,1687.3,454.5,2081.2,1738.9,474.8,2050.9,1737.2,446.6,2022.6,-1,184,0.06637,-1.95716,-3.84045,4.3109
3224624,3247024,1692.7,445.8,2067.6,1745.8,466.6,2037.6,1744.6,439.2,2009.8,-1,184,-0.26979,-2.13017,-3.78403,4.35078
3224621,3247021,1698.2,476.2,2061.2,1751.8,497.3,2033.1,1750.7,472.6,2005.8,-1,184,0.13754,-1.74188,-3.76496,4.15066
3224608,3247018,1691.2,492.8,2058.4,1745.1,514.0,2030.3,1743.7,488.3,2001.0,-1,184,0.28856,-2.22841,-3.45042,4.11758
3223871,3246332,1709.9,528.7,2012.3,1768.5,551.8,1987.9,1768.7,532.2,1962.7,-1,184,0.51982,-1.43301,-3.68028,3.98349
3221373,3243755,1735.9,517.0,2069.0,1788.4,537.7,2046.5,1789.5,515.9,2022.2,-1,184,0.17393,-2.2637,-3.998,4.59768
3224628,3246349,1684.2,539.6,2047.6,1739.1,561.2,2020.7,1736.0,534.2,1985.8,0,184,0.2321,-1.83815,-3.76214,4.1936
3221346,3243728,1717.4,575.0,2028.0,1774.1,597.4,2006.2,1775.3,575.8,1977.3,-1,184,0.32283,-1.60662,-4.23148,4.53772
3221377,3243754,1733.9,511.3,2059.9,1787.4,532.4,2037.0,1788.8,511.4,2013.3,-1,184,0.13732,-2.11222,-3.97323,4.50188
3221374,3243751,1736.0,510.0,2066.1,1788.8,530.8,2043.4,1789.6,509.6,2020.1,-1,184,0.21362,-1.89593,-4.09788,4.52027
3227231,3249592,1685.6,470.3,2123.6,1737.1,490.5,2091.2,1735.2,456.6,2059.3,0,184,-1.49844,-1.97067,-3.44149,4.23943
3224614,3246347,1670.7,526.8,2035.9,1727.0,548.9,2007.2,1724.8,522.0,1975.0,0,184,-0.00634,-1.73115,-3.79718,4.17319
3223881,3246345,1686.8,525.6,2040.0,1742.5,547.5,2012.9,1741.4,521.3,1982.1,-1,184,0.13072,-1.40758,-3.60356,3.87092
3224627,3247017,1668.4,515.7,2030.1,1725.3,538.1,2000.7,1722.9,512.5,1969.5,-1,184,0.61669,-1.76285,-3.73915,4.17962
3224622,3247022,1674.8,477.7,2070.6,1727.6,498.4,2040.0,1725.1,469.5,2008.7,-1,184,0.13793,-1.9219,-3.82583,4.28365
3221383,3243761,1710.8,520.2,2075.2,1762.7,540.6,2050.2,1761.5,512.3,2019.0,-1,184,0.92643,-2.13533,-4.02608,4.65051
3224625,3247025,1678.2,472.9,2077.4,1730.2,493.3,2047.0,1727.4,463.4,2016.1,-1,184,0.33157,-1.66242,-3.42807,3.8243
3223849,3246310,1697.6,573.8,2053.1,1751.8,595.1,2029.1,1750.7,566.0,1992.4,0,184,-0.32014,-1.23871,-3.92678,4.12995
3227226,3246321,1698.1,476.5,2104.4,1747.1,495.8,2076.0,1745.4,465.1,2046.0,-1,184,0.13976,-1.92958,-3.42254,3.93148
3227224,3247046,1696.4,468.9,2122.6,1744.9,487.9,2092.9,1743.1,455.6,2063.2,-1,184,0.02842,-2.20623,-3.7158,4.32151
3227232,3249593,1674.2,474.8,2120.8,1728.1,495.9,2086.1,1724.9,459.5,2051.5,-1,184,-1.19878,-1.82323,-3.10368,3.79395
3224640,3246339,1697.4,547.5,2011.0,1756.0,570.6,1986.1,1755.2,548.8,1957.7,-1,184,0.01125,-1.57774,-4.33528,4.61346
3227203,3249567,1689.7,600.1,2000.2,1749.4,623.7,1976.8,1748.9,602.0,1943.6,0,184,-0.31667,-1.41895,-3.43429,3.72935
3227205,3249578,1705.3,596.3,2002.8,1764.6,619.7,1980.8,1765.4,600.5,1950.7,-1,184,-0.40014,-1.3871,-3.85961,4.12077
3227189,3249566,1696.3,589.9,1990.3,1757.1,613.9,1967.2,1757.1,595.0,1938.4,0,184,-0.01964,-1.16679,-3.72763,3.90602
3227204,3249577,1696.5,605.0,2008.5,1755.2,628.2,1986.0,1754.9,606.4,1951.3,0,184,-0.49704,-1.07269,-4.00139,4.17239
3223850,3246312,1696.3,582.8,2038.0,1752.0,604.8,2014.3,1751.7,578.1,1977.8,0,184,-0.48506,-1.4205,-3.59565,3.89638
3227252,3249612,1724.0,512.9,2132.8,1769.8,531.0,2108.5,1769.4,495.5,2075.7,-1,184,0.5549,-1.48207,-3.81289,4.12826
3234011,3256096,1689.9,558.8,2112.8,1737.8,577.6,2086.9,1734.8,537.3,2045.4,-1,184,-1.15004,-1.81772,-3.29176,3.93222
3223848,3243748,1716.1,563.2,2082.8,1767.0,583.3,2060.1,1766.5,551.8,2024.5,-1,184,0.30175,-0.66522,-4.18591,4.24917
3227258,3249618,1720.8,572.5,2023.0,1778.0,595.1,2001.6,1779.0,574.8,1973.7,-1,184,0.55603,-1.85225,-4.22827,4.64955
3221345,3243727,1722.5,580.1,2017.8,1780.2,602.9,1996.9,1781.2,582.9,1969.0,-1,184,0.16397,-1.20178,-4.49811,4.65877
3227234,3249594,1674.7,453.6,2131.2,1731.6,475.9,2093.0,1728.9,441.1,2061.6,0,184,-1.1988,-1.77366,-2.9167,3.61803
3224638,3247042,1723.5,439.1,2092.7,1773.8,458.8,2065.5,1773.9,436.2,2042.6,-1,184,0.22801,-2.42321,-3.69518,4.42474
3223863,3246320,1716.5,481.4,2116.6,1764.2,500.2,2090.3,1763.0,469.0,2061.6,-1,184,0.2497,-1.63726,-3.86253,4.20263
3227255,3249615,1675.1,438.9,2141.2,1734.2,462.1,2100.2,1731.7,428.2,2071.6,-1,184,0.3195,-2.17482,-3.00041,3.71946
3224639,3247044,1700.0,443.8,2112.5,1749.4,463.2,2082.3,1747.9,434.7,2056.0,-1,184,-0.01767,-2.28536,-3.78383,4.42047
3227227,3247047,1703.2,472.3,2131.9,1750.2,490.8,2103.2,1748.7,457.5,2072.3,0,184,-0.11331,-2.10394,-3.41517,4.01283
3227244,3249604,1734.0,417.5,2118.7,1781.5,436.2,2091.6,1781.7,410.8,2069.3,-1,184,0.53359,-1.91309,-3.46403,3.99301
3227222,3246324,1762.5,425.3,2126.3,1809.1,443.6,2102.4,1810.3,420.8,2082.8,-1,184,-0.04735,-1.59308,-4.12096,4.41842
